,id_acidente,id_vitima,id_veiculo,sexo,idade,tipo_vitima,classificacao,tipo_veiculo,estado_alcoolizacao,escolaridade,data_obito,data_ocorrencia,latitude_x,longitude_x,end_x,geocode_x,cadloga,cadlogb,alt_num,referencia,data,cod_acid,dp,talao,feridos,mortos,distrito_atz,princ_a,princ_b,tipo_acidente,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_info,carroca,latitude_y,longitude_y,end_y,geocode_y,flag_cruzamento
528,D041700897,1,1.0,F,81,PD,F,BI,SI,8,,2017-04-29 10:52,-23.535239999999998,-46.57555,AVENIDA   CELSO GARCIA X RUA   TUIUTI,MapInfo CET,4736,19206.0,0,,2017-04-29 10:52,4,52,3402,1,0,80,4736.0,19206.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.535247000000002,-46.575558,AVENIDA   CELSO GARCIA X RUA   TUIUTI,MapInfo CET,True
529,D041700962,1,2.0,F,41,CD/PS,M,BI,SI,5,2017-04-20 00:00:00,2017-04-20 23:30,-23.43815,-46.567809999999994,"VIA   FERNAO DIAS, 83000",MapInfo CET,7061,,83000,,2017-04-20 23:30,2,73,3993,0,1,39,7061.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.438155,-46.567817,"VIA   FERNAO DIAS, 83000",MapInfo CET,False
530,D041701100,1,1.0,F,42,CD/PS,F,AU,SI,3,,2017-04-08 20:45,-23.528029999999998,-46.61829,RUA  DAS OLARIAS X RUA   PAGANINI,MapInfo CET,14903,15307.0,0,,2017-04-08 20:45,2,12,2348,1,0,56,14903.0,15307.0,CV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.528035,-46.618291,RUA  DAS OLARIAS X RUA   PAGANINI,MapInfo CET,True
531,D051700265,1,2.0,F,SI,CD/PS,F,BI,SI,6,,2017-05-16 21:12,-23.490389999999998,-46.57448,"AVENIDA   MILTON DA ROCHA, 170",MapInfo CET,13973,,170,,2017-05-16 21:12,2,90,4993,1,0,92,13973.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.490399,-46.57448,"AVENIDA   MILTON DA ROCHA, 170",MapInfo CET,False
532,D051700588,1,1.0,F,26,CD/PS,F,BI,SI,3,,2017-05-17 17:30,-23.54264,-46.64444,PRACA  DA REPUBLICA X RUA  DO AROUCHE,MapInfo CET,17000,2301.0,0,,2017-05-17 17:30,2,3,2688,1,0,66,2301.0,17000.0,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.54264,-46.644445000000005,PRACA  DA REPUBLICA X RUA  DO AROUCHE,MapInfo CET,True
533,D051700641,1,2.0,F,27,CD/PS,F,BI,SI,3,,2017-05-09 08:15,-23.5631,-46.65041,RUA   ESTADOS UNIDOS X ALAMEDA   CAMPINAS,MapInfo CET,6651,4003.0,0,,2017-05-09 08:15,2,78,4382,1,0,7,4003.0,6651.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.5631,-46.650419,RUA   ESTADOS UNIDOS X ALAMEDA   CAMPINAS,MapInfo CET,True
534,D051700742,1,1.0,F,36,CD/PS,F,BI,SI,8,,2017-05-12 08:00,-23.49599,-46.45518,"AVENIDA   JACU-PESSEGO/NOVA TRABALHADORE, 809",MapInfo CET,46936,,809,,2017-05-12 08:00,2,53,3305,1,0,74,46936.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.495998999999998,-46.455185,"AVENIDA   JACU-PESSEGO/NOVA TRABALHADORE, 809",MapInfo CET,False
535,D051700824,1,2.0,F,37,CD/PS,F,BI,SI,3,,2017-05-28 18:45,-23.549129999999998,-46.68046,"AVENIDA DR  ARNALDO, 1670",MapInfo CET,2271,,1670,,2017-05-28 18:45,2,23,1423,1,0,60,2271.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.549129999999998,-46.680464,"AVENIDA DR  ARNALDO, 1670",MapInfo CET,False
536,D051701091,1,2.0,F,31,CD/PS,F,BI,SI,3,,2017-05-11 12:15,-23.552529999999997,-46.63286,"RUA   ANITA GARIBALDI, 10",MapInfo CET,1454,,10,,2017-05-11 12:15,2,1,2296,1,0,78,1454.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.552536,-46.632864,"RUA   ANITA GARIBALDI, 10",MapInfo CET,False
537,D061700256,1,2.0,F,35,CD/PS,F,BI,SI,3,,2017-06-12 07:17,-23.45504,-46.58359,"RUA   ARI DA ROCHA MIRANDA, 120",MapInfo CET,45819,,120,,2017-06-12 07:17,2,73,5996,1,0,39,45819.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.455044,-46.583596,"RUA   ARI DA ROCHA MIRANDA, 120",MapInfo CET,False
538,D061700443,1,2.0,F,16,CD/PS,F,BI,SI,3,,2017-06-22 19:12,-23.4847,-46.42817,"AVENIDA   OLIVEIRA FREIRE, 670",MapInfo CET,14975,,670,,2017-06-22 19:12,2,22,5195,2,0,44,14975.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.484704,-46.428173,"AVENIDA   OLIVEIRA FREIRE, 670",MapInfo CET,False
539,D061700784,1,2.0,F,26,CD/PS,F,BI,SI,3,,2017-06-16 15:55,-23.53454,-46.61505,"RUA   SILVA TELES, 200",MapInfo CET,18197,,200,,2017-06-16 15:55,2,12,4038,2,0,10,18197.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.534547,-46.615057,"RUA   SILVA TELES, 200",MapInfo CET,False
540,D061700784,2,2.0,F,1,CD/PS,F,BI,SI,3,,2017-06-16 15:55,-23.53454,-46.61505,"RUA   SILVA TELES, 200",MapInfo CET,18197,,200,,2017-06-16 15:55,2,12,4038,2,0,10,18197.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.534547,-46.615057,"RUA   SILVA TELES, 200",MapInfo CET,False
541,D061701006,1,1.0,F,24,CD/PS,M,BI,SI,8,2017-06-19 00:00:00,2017-06-19 11:00,-23.45855,-46.65372,"RUA CDSSA  AMALIA MATARAZZO, 400",MapInfo CET,18423,,400,,2017-06-19 11:00,2,38,2594,0,1,13,18423.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.458559,-46.653725,"RUA CDSSA  AMALIA MATARAZZO, 400",MapInfo CET,False
542,D061701027,1,2.0,F,29,CD/PS,F,BI,SI,2,,2017-06-08 08:29,-23.55978,-46.67399,"RUA   CAPOTE VALENTE, 169",MapInfo CET,4200,,169,,2017-06-08 08:29,2,14,5284,1,0,45,4200.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.559786,-46.673991,"RUA   CAPOTE VALENTE, 169",MapInfo CET,False
543,D061701134,1,2.0,F,43,CD/PS,F,BI,SI,7,,2017-06-19 17:26,-23.48566,-46.65161,RUA   VICENTE MELRO X AVENIDA   DIREITOS HUMANOS,MapInfo CET,12249,44645.0,0,,2017-06-19 17:26,2,38,2618,1,0,51,12249.0,44645.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.485667000000003,-46.651617,RUA   VICENTE MELRO X AVENIDA   DIREITOS HUMANOS,MapInfo CET,True
544,D071700139,1,1.0,F,16,CD/PS,F,AU,SI,5,,2017-07-05 14:15,-23.590220000000002,-46.56094,"RUA   SUSANA, 254",MapInfo CET,18535,,254,,2017-07-05 14:15,2,56,4228,1,0,72,18535.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.590225,-46.560941,"RUA   SUSANA, 254",MapInfo CET,False
545,D071701010,1,2.0,F,29,CD/PS,F,BI,SI,3,,2017-07-12 15:27,-23.56392,-46.75288,"AVENIDA   ESCOLA POLITECNICA, 2999",MapInfo CET,14700,,2999,,2017-07-12 15:27,2,51,2297,1,0,67,14700.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.563924,-46.752889,"AVENIDA   ESCOLA POLITECNICA, 2999",MapInfo CET,False
546,D081700042,1,2.0,F,49,CD/PS,F,BI,SI,3,,2017-08-04 07:50,-23.59529,-46.636790000000005,"RUA   DOMINGOS DE MORAIS, 2166",MapInfo CET,6013,,2166,,2017-08-04 07:50,2,16,7783,1,0,90,6013.0,,CV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.595297,-46.636795,"RUA   DOMINGOS DE MORAIS, 2166",MapInfo CET,False
547,D081700050,1,2.0,F,36,CD/PS,F,BI,SI,5,,2017-08-22 10:30,-23.54622,-46.64447,"AVENIDA   IPIRANGA, 210",MapInfo CET,9276,,210,,2017-08-22 10:30,2,3,4658,1,0,66,9276.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.546228,-46.644471,"AVENIDA   IPIRANGA, 210",MapInfo CET,False
548,D081700874,1,2.0,F,49,CD/PS,F,BI,SI,5,,2017-08-31 09:40,-23.568179999999998,-46.678059999999995,"RUA   GROENLANDIA, 1890",MapInfo CET,8225,,1890,,2017-08-31 09:40,2,15,8072,1,0,45,8225.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.568182,-46.678062,"RUA   GROENLANDIA, 1890",MapInfo CET,False
549,D081701491,1,2.0,F,SI,CD/PS,F,BI,SI,5,,2017-08-11 09:43,-23.49946,-46.61384,"AVENIDA   LUIZ DUMONT VILLARES, 340",MapInfo CET,36061,,340,,2017-08-11 09:43,2,9,3220,1,0,86,36061.0,,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.499464,-46.61384,"AVENIDA   LUIZ DUMONT VILLARES, 340",MapInfo CET,False
550,D081701579,1,1.0,F,39,PD,F,BI,SI,5,,2017-08-09 15:32,-23.539270000000002,-46.565,"RUA   APUCARANA, 131",MapInfo CET,1967,,131,,2017-08-09 15:32,4,30,2737,1,0,80,1967.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.539271,-46.565002,"RUA   APUCARANA, 131",MapInfo CET,False
551,D081702041,2,2.0,F,SI,CD/PS,F,BI,SI,3,,2017-08-22 11:35,-23.678720000000002,-46.78944,"RUA   LUIS DE OLIVEIRA, 601",MapInfo CET,14305,,601,,2017-08-22 11:35,2,47,8078,2,0,19,14305.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.678721,-46.789445,"RUA   LUIS DE OLIVEIRA, 601",MapInfo CET,False
552,D091700994,1,2.0,F,SI,CD/PS,F,BI,SI,7,,2017-09-09 22:00,-23.46774,-46.67013,"AVENIDA   INAJAR DE SOUZA, 5000",MapInfo CET,3771,,5000,,2017-09-09 22:00,2,72,7246,1,0,13,3771.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.46774,-46.670136,"AVENIDA   INAJAR DE SOUZA, 5000",MapInfo CET,False
553,D091701767,1,1.0,F,50,CD/PS,F,BI,SI,3,,2017-09-07 12:30,-23.562829999999998,-46.456140000000005,"ESTRADA   MORRO DOS OLHOS D'AGUA, 212",MapInfo CET,66782,,212,,2017-09-07 12:30,2,53,6007,1,0,57,66782.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.562835,-46.456144,"ESTRADA   MORRO DOS OLHOS D'AGUA, 212",MapInfo CET,False
554,D091702038,1,1.0,F,14,CD/PS,F,BI,SI,5,,2017-09-06 15:30,-23.4955,-46.494,"RUA   PEDRA LAVRADA, 575",MapInfo CET,78574,,575,,2017-09-06 15:30,2,62,7263,1,0,28,78574.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.495509,-46.494009000000005,"RUA   PEDRA LAVRADA, 575",MapInfo CET,False
555,D091702340,1,1.0,F,10,CD/PS,F,BI,SI,7,,2017-09-12 10:45,-23.592570000000002,-46.60116,"RUA   SILVA BUENO, 1585",MapInfo CET,18172,,1585,,2017-09-12 10:45,2,17,9412,1,0,34,18172.0,,QB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.592571,-46.601163,"RUA   SILVA BUENO, 1585",MapInfo CET,False
556,D091702769,1,2.0,F,22,CD/PS,F,BI,SI,8,,2017-09-12 12:12,-23.56982,-46.46052,"AVENIDA   OSVALDO PUCCI, 350",MapInfo CET,36318,,350,,2017-09-12 12:12,2,53,6076,1,0,57,36318.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.56982,-46.46052,"AVENIDA   OSVALDO PUCCI, 350",MapInfo CET,False
557,D091702846,1,1.0,F,26,CD/PS,F,BI,SI,3,,2017-09-29 18:40,-23.54749,-46.71565,"AVENIDA PROF  FONSECA RODRIGUES, 960",MapInfo CET,7257,,960,,2017-09-29 18:40,2,14,5206,1,0,2,7257.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.547496,-46.715654,"AVENIDA PROF  FONSECA RODRIGUES, 960",MapInfo CET,False
558,D091703138,1,1.0,F,37,CD/PS,F,BI,SI,5,,2017-09-26 07:06,-23.48249,-46.41299,RUA   UBAPITANGA X RUA   BORBOLETA AMARELA,MapInfo CET,24924,70656.0,0,,2017-09-26 07:06,2,59,2595,1,0,44,24924.0,70656.0,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.482495999999998,-46.412991,RUA   UBAPITANGA X RUA   BORBOLETA AMARELA,MapInfo CET,True
559,D101700541,1,2.0,F,30,CD/PS,F,BI,SI,3,,2017-10-14 06:00,-23.56943,-46.69192,AVENIDA BRIG  FARIA LIMA X RUA   DIOGO MOREIRA,MapInfo CET,6897,5916.0,0,,2017-10-14 06:00,2,14,8982,1,0,62,5916.0,6897.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.569432,-46.691926,AVENIDA BRIG  FARIA LIMA X RUA   DIOGO MOREIRA,MapInfo CET,True
560,D101700883,1,2.0,F,54,CD/PS,F,BI,SI,3,,2017-10-05 16:30,-23.45861,-46.6077,RUA   MANUEL GAYA X RUA   MARIA AMALIA LOPESTRADA AZEVEDO,MapInfo CET,12716,13133.0,0,,2017-10-05 16:30,2,20,9361,1,0,81,12716.0,13133.0,CV,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.458619,-46.607707,RUA   MANUEL GAYA X RUA   MARIA AMALIA LOPESTRADA AZEVEDO,MapInfo CET,True
561,D101701029,1,1.0,F,51,PD,F,BI,SI,3,,2017-10-04 17:00,-23.54053,-46.66431,"AVENIDA   PACAEMBU, 1600",MapInfo CET,15270,,1600,,2017-10-04 17:00,4,23,9344,2,0,26,15270.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.540532000000002,-46.664315,"AVENIDA   PACAEMBU, 1600",MapInfo CET,False
562,D101701821,1,1.0,F,60,PD,F,BI,SI,5,,2017-10-20 07:55,-23.54472,-46.593990000000005,"AVENIDA   ALCANTARA MACHADO, 3198",MapInfo CET,543,,3198,,2017-10-20 07:55,4,8,7227,1,0,53,543.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.544723,-46.593998,"AVENIDA   ALCANTARA MACHADO, 3198",MapInfo CET,False
563,D101702585,1,2.0,F,36,CD/PS,F,BI,SI,2,,2017-10-26 09:40,-23.61671,-46.68342,"AVENIDA   PORTUGAL, 934",MapInfo CET,16535,,934,,2017-10-26 09:40,2,96,9382,1,0,35,16535.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.616719,-46.683427,"AVENIDA   PORTUGAL, 934",MapInfo CET,False
564,D101702936,1,2.0,F,9,CD/PS,F,BI,SI,5,,2017-10-08 18:55,-23.45746,-46.68249,"RUA   SEVERINO NUNESTRADA DA COSTA, 159",MapInfo CET,77598,,159,,2017-10-08 18:55,2,72,8281,1,0,11,77598.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.457461,-46.682497,"RUA   SEVERINO NUNESTRADA DA COSTA, 159",MapInfo CET,False
565,D111702511,1,1.0,F,41,PD,F,BI,SI,5,,2017-11-14 08:10,-23.56264,-46.65509,"AVENIDA   PAULISTA, 1415",MapInfo CET,15656,,1415,,2017-11-14 08:10,4,78,10345,2,0,7,15656.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.562641,-46.655096,"AVENIDA   PAULISTA, 1415",MapInfo CET,False
566,D111702900,1,2.0,F,10,CD/PS,F,BI,SI,5,,2017-11-23 17:45,-23.44809,-46.7,"RUA   DANIEL CERRI, 800",MapInfo CET,27613,,800,,2017-11-23 17:45,2,74,8895,1,0,11,27613.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.448096,-46.700009,"RUA   DANIEL CERRI, 800",MapInfo CET,False
567,D111703304,1,1.0,F,78,PD,M,BI,SI,5,2017-12-16 00:00:00,2017-11-18 09:42,-23.51655,-46.57356,"RUA   UNIAO (JD ANDARAI), 55",MapInfo CET,98317,,55,,2017-11-18 09:42,4,90,13227,0,1,89,98317.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.516551,-46.573564000000005,"RUA   UNIAO (JD ANDARAI), 55",MapInfo CET,False
