,id_acidente,id_vitima,id_veiculo,sexo,idade,tipo_vitima,classificacao,tipo_veiculo,estado_alcoolizacao,escolaridade,data_obito,data_ocorrencia,latitude_x,longitude_x,end_x,geocode_x,cadloga,cadlogb,alt_num,referencia,data,cod_acid,dp,talao,feridos,mortos,distrito_atz,princ_a,princ_b,tipo_acidente,automovel,moto,onibus,caminhao,bicicleta,moto_taxi,onibus_fretado,onibus_urbano,microonibus,van,vuc,caminhonete,carreta,jipe,outros,sem_info,carroca,latitude_y,longitude_y,end_y,geocode_y,flag_cruzamento
398,D031501241,1,2.0,F,48,CD,F,BI,BR,7,,2015-03-27 09:00,-23.56444,-46.586940000000006,RUA LITUANIA AND RUA RUI MARTINS,MapInfo CET,11939,17524.0,0,,2015-03-27 09:00,2,57,1068,1,0,SE2,11939.0,17524.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.564445000000003,-46.586940000000006,RUA LITUANIA X RUA RUI MARTINS,MapInfo CET,True
399,D041500040,1,2.0,F,SI,PS,F,AU,BR,8,,2015-04-27 17:30,-23.52976,-46.63539,"RUA TRES RIOS, 129",MapInfo CET,19147,,129,,2015-04-27 17:30,2,2,2402,1,0,CN1,19147.0,,CT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.529763,-46.63539,"RUA TRES RIOS, 129",MapInfo CET,False
400,D041500093,1,1.0,F,37,PD,F,BI,BR,3,,2015-04-14 21:50,-23.55625,-46.64077,"RUA ADONIRAN BARBOSA, 109",MapInfo CET,12164,,109,,2015-04-14 21:50,4,5,3209,1,0,SO1,12164.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.556252999999998,-46.640772,"RUA ADONIRAN BARBOSA, 109",MapInfo CET,False
401,D041500269,1,2.0,F,27,CD,F,BI,BR,8,,2015-04-11 11:00,-23.609270000000002,-46.68468,RUA GUARARAPES AND RUA RIBEIRO DO VALE,MapInfo CET,8377,17064.0,,,2015-04-11 11:00,2,27,3459,1,0,SO2,8377.0,17064.0,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.609270000000002,-46.68468,RUA GUARARAPES X RUA RIBEIRO DO VALE,MapInfo CET,True
402,D041500837,1,1.0,F,81,PD,F,BI,BR,3,,2015-04-13 12:32,-23.50215,-46.69465,AV STA MARINA AND RUA ANTONIETA LEITAO,MapInfo CET,13417,1508.0,,,2015-04-13 12:32,4,28,1661,1,0,NO2,1508.0,13417.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.502157999999998,-46.694654,AV STA MARINA X RUA ANTONIETA LEITAO,MapInfo CET,True
403,D041500846,1,2.0,F,26,CD,F,BI,BR,5,,2015-04-21 21:00,-23.47352,-46.66045,"RUA DO MOINHO, 32",MapInfo CET,14098,,32,,2015-04-21 21:00,2,28,1825,1,0,CN1,14098.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.473527,-46.660453000000004,"RUA DO MOINHO, 32",MapInfo CET,False
404,D041500875,1,1.0,F,26,PS,F,AU,BR,8,,2015-04-18 20:10,-23.46793,-46.65352,"RUA ALMIR RODRIGUES, 369",MapInfo CET,801,,369,,2015-04-18 20:10,2,38,2683,2,0,CN1,801.0,,SI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.46793,-46.653521000000005,"RUA ALMIR RODRIGUES, 369",MapInfo CET,False
405,D041501652,1,1.0,F,SI,CD,F,BI,BR,8,,2015-04-24 15:30,-23.55475,-46.4838,RUA SERRA DAS DIVISOES AND AV LIDER,MapInfo CET,18063,11830.0,,,2015-04-24 15:30,2,66,1294,1,0,SE1,11830.0,18063.0,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.554753,-46.483809,RUA SERRA DAS DIVISOES X AV LIDER,MapInfo CET,True
406,D051500207,1,2.0,F,16,CD,F,BI,BR,4,,2015-05-24 14:20,-23.5713,-46.66551,"PRACA DAS GUIANAS, ",MapInfo CET,8458,,,NC,2015-05-24 14:20,2,78,4438,1,0,OE1,8458.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.571309,-46.665519,PRACA DAS GUIANAS,MapInfo CET,False
407,D051500617,1,2.0,F,33,CD,F,BI,BR,7,,2015-05-20 08:00,-23.56985,-46.70489,RUA AGOSTINHO CANTU AND RUA PIRAJUSSARA,MapInfo CET,324,16340.0,,,2015-05-20 08:00,2,51,2419,1,0,OE2,324.0,16340.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.56985,-46.704898,RUA AGOSTINHO CANTU X RUA PIRAJUSSARA,MapInfo CET,True
408,D051500775,1,1.0,F,SI,PS,F,BI,BR,8,,2015-05-09 15:30,-23.51315,-46.58971,"RUA SEVERA, 850",MapInfo CET,18137,,850,,2015-05-09 15:30,2,19,5184,2,0,CN2,18137.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.51315,-46.589712,"RUA SEVERA, 850",MapInfo CET,False
409,D051501484,1,2.0,F,50,CD,F,BI,BR,8,,2015-05-17 13:00,-23.486639999999998,-46.43269,"RUA PEDROSO DA SILVA, 366",MapInfo CET,16014,,366,,2015-05-17 13:00,2,22,4688,1,0,LE3,16014.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.486641,-46.432699,"RUA PEDROSO DA SILVA, 366",MapInfo CET,False
410,D051501540,1,2.0,F,SI,CD,F,BI,BR,8,,2015-05-12 06:25,-23.493560000000002,-46.4019,"RUA CORDAO DE SAO FRANCISCO, 305",MapInfo CET,9293,,305,,2015-05-12 06:25,2,59,1070,1,0,LE3,9293.0,,CL,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-23.493564000000003,-46.401907,"RUA CORDAO DE SAO FRANCISCO, 305",MapInfo CET,False
411,D051501583,1,1.0,F,56,PD,F,BI,BR,2,,2015-05-25 10:00,-23.5144,-46.44389,"AV PIRES DO RIO, 800",MapInfo CET,9806,,800,,2015-05-25 10:00,4,64,1654,1,0,LE3,9806.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.514407000000002,-46.443899,"AV PIRES DO RIO, 800",MapInfo CET,False
412,D061500470,1,1.0,F,47,CD,F,BI,BR,3,,2015-06-17 20:00,-23.608179999999997,-46.69266,AV NOVA INDEPENDENCIA AND RUA FLORIDA,MapInfo CET,14780,7237.0,,,2015-06-17 20:00,2,96,2435,1,0,SO2,568.0,7237.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.608185,-46.692665000000005,AV NOVA INDEPENDENCIA X RUA FLORIDA,MapInfo CET,True
413,D061500850,1,1.0,F,20,CD,F,BI,BR,7,,2015-06-20 08:30,-23.56745,-46.72875,AV PROF LINEU PRESTES (C.UNIVERS.) AND AV PROF LUCIANO GUALBERTO (C.UNIVERS.),MapInfo CET,99137,99134.0,,,2015-06-20 08:30,2,93,3227,1,0,OE2,99129.0,99134.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.567456,-46.728756,AV PROF LINEU PRESTES (C.UNIVERS.) X AV PROF LUCIANO GUALBERTO (C.UNIVERS.),MapInfo CET,True
414,D061500977,1,2.0,F,33,CD,F,BI,BR,5,,2015-06-20 14:00,-23.50068,-46.68678,"AV INAJAR DE SOUZA, 525",MapInfo CET,3771,,525,,2015-06-20 14:00,2,28,5754,1,0,NO2,3771.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.500684,-46.686782,"AV INAJAR DE SOUZA, 525",MapInfo CET,False
415,D061501006,3,2.0,F,30,PS,F,MO,BR,5,,2015-06-27 09:30,-23.4588,-46.64825,"AV STA INES, 3200",MapInfo CET,9170,,3200,,2015-06-27 09:30,2,38,4449,3,0,CN2,9170.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.4588,-46.648253000000004,"AV STA INES, 3200",MapInfo CET,False
416,D061501044,1,2.0,F,27,CD,F,BI,BR,8,,2015-06-14 16:00,-23.50791,-46.68997,"AV OTAVIANO ALVES DE LIMA, 3500",MapInfo CET,15188,,3500,,2015-06-14 16:00,2,40,5539,1,0,TT,29772.0,,SI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-23.507916,-46.689974,"AV OTAVIANO ALVES DE LIMA, 3500",MapInfo CET,False
417,D061501789,1,1.0,F,38,CD,F,BI,BR,8,,2015-06-24 18:00,-23.539270000000002,-46.47748,"RUA BIRI, 100",MapInfo CET,3381,,100,,2015-06-24 18:00,2,64,3479,2,0,LE2,3381.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.539277,-46.477483,"RUA BIRI, 100",MapInfo CET,False
418,D061501789,2,1.0,F,03,PS,F,BI,BR,1,,2015-06-24 18:00,-23.539270000000002,-46.47748,"RUA BIRI, 100",MapInfo CET,3381,,100,,2015-06-24 18:00,2,64,3479,2,0,LE2,3381.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.539277,-46.477483,"RUA BIRI, 100",MapInfo CET,False
419,D071500193,3,2.0,F,02,PS,F,BI,BR,8,,2015-07-20 08:43,-23.55643,-46.66185,AV PAULISTA AND RUA BELA CINTRA,MapInfo CET,15656,3034.0,,,2015-07-20 08:43,2,78,6137,3,0,OE1,3034.0,15656.0,SI,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.556435,-46.661858,AV PAULISTA X RUA BELA CINTRA,MapInfo CET,True
420,D071500449,1,2.0,F,18,CD,F,BI,BR,8,,2015-07-26 16:00,-23.57688,-46.67114,AV NOVE DE JULHO AND AV S GABRIEL,MapInfo CET,14804,7671.0,,,2015-07-26 16:00,2,15,6552,1,0,SO1,7671.0,14804.0,CP,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.576887,-46.671144,AV NOVE DE JULHO X AV S GABRIEL,MapInfo CET,True
421,D071501348,1,1.0,F,68,PD,F,BI,BR,3,,2015-07-13 19:12,-23.67964,-46.75444,RUA JOSE DE OLIVEIRA AND RUA ROBERTO SELMI-DEI,MapInfo CET,73104,21512.0,,,2015-07-13 19:12,4,100,6738,1,0,SO4,21512.0,73104.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.679648,-46.754443,RUA JOSE DE OLIVEIRA X RUA ROBERTO SELMI-DEI,MapInfo CET,True
422,D071501519,1,1.0,F,14,PS,F,BI,BR,2,,2015-07-19 12:00,-23.53371,-46.40013,"RUA DR JOSE GRAVONSKY, 600",MapInfo CET,10988,,600,,2015-07-19 12:00,2,68,2309,2,0,LE3,10988.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.533718,-46.400135,"RUA DR JOSE GRAVONSKY, 600",MapInfo CET,False
423,D081500372,1,2.0,F,45,CD,F,BI,BR,7,,2015-08-11 12:04,-23.59982,-46.66553,"RUA CANARIO, 431",MapInfo CET,4079,,431,,2015-08-11 12:04,2,96,2650,1,0,SO1,4079.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.599823999999998,-46.665531,"RUA CANARIO, 431",MapInfo CET,False
424,D081500451,1,2.0,F,50,CD,F,BI,BR,7,,2015-08-12 12:40,-23.58016,-46.67192,"RUA PEDROSO ALVARENGA, 157",MapInfo CET,16011,,157,,2015-08-12 12:40,2,15,3324,1,0,SO1,16011.0,,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.580167000000003,-46.671921999999995,"RUA PEDROSO ALVARENGA, 157",MapInfo CET,False
425,D081500538,1,2.0,F,52,CD,F,BI,BR,7,,2015-08-08 09:30,-23.57541,-46.71185,"AV ELISEU DE ALMEIDA, 1",MapInfo CET,16337,,1,,2015-08-08 09:30,2,34,6424,1,0,OE3,16337.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.57541,-46.711855,"AV ELISEU DE ALMEIDA, 1",MapInfo CET,False
426,D081500663,1,2.0,F,10,CD,F,BI,BR,8,,2015-08-23 16:00,-23.51146,-46.72334,"AV OTAVIANO ALVES DE LIMA, 7000",MapInfo CET,15188,,7000,,2015-08-23 16:00,2,87,3055,1,0,TT,29772.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.511467,-46.723349,"AV OTAVIANO ALVES DE LIMA, 7000",MapInfo CET,False
427,D081501055,1,2.0,F,20,CD,F,BI,BR,3,,2015-08-01 19:20,-23.54554,-46.50056,"AV SOUSA BANDEIRA, 196",MapInfo CET,18454,,196,,2015-08-01 19:20,2,21,6321,1,0,LE2,18454.0,,CT,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.54554,-46.500564000000004,"AV SOUSA BANDEIRA, 196",MapInfo CET,False
428,D081501112,1,1.0,F,39,PS,F,MO,BR,8,,2015-08-12 18:50,-23.58256,-46.55461,RUA RIBEIROPOLIS AND AV PROF LUIZ IGNACIO ANHAIA MELLO,MapInfo CET,60383,24338.0,0,,2015-08-12 18:50,2,42,4878,1,0,SE2,24338.0,60383.0,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.582568,-46.554613,RUA RIBEIROPOLIS X AV PROF LUIZ IGNACIO ANHAIA MELLO,MapInfo CET,True
429,D091500006,1,1.0,F,69,PD,F,BI,BR,5,,2015-09-09 12:00,-23.558310000000002,-46.636990000000004,AV DA LIBERDADE AND RUA BR DE IGUAPE,MapInfo CET,11818,9032.0,,,2015-09-09 12:00,4,1,5439,1,0,SU2,9032.0,11818.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.558317000000002,-46.636996999999994,AV DA LIBERDADE X RUA BR DE IGUAPE,MapInfo CET,True
430,D091500068,1,1.0,F,57,PD,F,BI,BR,7,,2015-09-27 18:15,-23.54534,-46.64391,"AV IPIRANGA, 313",MapInfo CET,9276,,313,,2015-09-27 18:15,4,3,5813,1,0,CN3,9276.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.545348999999998,-46.643913,"AV IPIRANGA, 313",MapInfo CET,False
431,D091500156,1,1.0,F,19,PD,F,BI,BR,5,,2015-09-02 17:30,-23.54179,-46.617309999999996,"LARGO DA CONCORDIA, 688",MapInfo CET,5229,,688,,2015-09-02 17:30,4,12,4581,1,0,LE1,5229.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.541795999999998,-46.617313,"LARGO DA CONCORDIA, 688",MapInfo CET,False
432,D091500401,1,1.0,F,36,CD,F,BI,BR,7,,2015-09-22 19:03,-23.58687,-46.67514,"RUA LEOPOLDO COUTO MAGALHAES JR., 151",MapInfo CET,11789,,151,,2015-09-22 19:03,2,15,8192,1,0,SO1,11789.0,,SI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.586875,-46.675148,"RUA LEOPOLDO COUTO MAGALHAES JR., 151",MapInfo CET,False
433,D091500468,1,1.0,F,38,CD,F,BI,BR,5,,2015-09-21 20:35,-23.57969,-46.72043,"AV ELISEU DE ALMEIDA, 1076",MapInfo CET,16337,,1076,,2015-09-21 20:35,2,34,3110,1,0,OE2,16337.0,,CO,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-23.579694,-46.720439,"AV ELISEU DE ALMEIDA, 1076",MapInfo CET,False
434,D091500770,1,1.0,F,37,PD,F,BI,BR,5,,2015-09-24 16:54,-23.46921,-46.666940000000004,"AV GAL PENHA BRASIL, 226",MapInfo CET,16051,,226,,2015-09-24 16:54,4,38,4844,1,0,CN1,16051.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.469216,-46.666940000000004,"AV GAL PENHA BRASIL, 226",MapInfo CET,False
435,D091500860,1,2.0,F,39,CD,F,BI,BR,5,,2015-09-17 09:05,-23.465329999999998,-46.58409,"RUA ANTONIO CESAR NETO, 245",MapInfo CET,30020,,245,,2015-09-17 09:05,2,73,9216,1,0,CN2,30020.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.465329999999998,-46.584098,"RUA ANTONIO CESAR NETO, 245",MapInfo CET,False
436,D091500979,1,2.0,F,37,CD,F,BI,BR,7,,2015-09-23 06:30,-23.536820000000002,-46.55818,RUA MELO FREIRE AND RUA ANTONIO DE BARROS,MapInfo CET,34122,1657.0,,,2015-09-23 06:30,2,30,3714,1,0,LE1,1657.0,34122.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.536823000000002,-46.558186,RUA MELO FREIRE X RUA ANTONIO DE BARROS,MapInfo CET,True
437,D091501360,1,1.0,F,26,CD,F,BI,BR,3,,2015-09-25 11:40,-23.491670000000003,-46.45386,"RUA CATLEIAS, 1",QGIS Google,7742,,1,,2015-09-25 11:40,2,63,8774,1,0,LE2,7742.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.491672,-46.453866,"RUA CATLEIAS, 1",QGIS Google,False
438,D091501640,1,1.0,F,25,CD,M,BI,BR,7,2015-09-03,2015-09-01 11:45,-23.56635,-46.69416,AV BRIG FARIA LIMA AND RUA CARD ARCOVERDE,MapInfo CET,6897,2149.0,,,2015-09-01 11:45,2,14,7634,0,1,OE1,2149.0,6897.0,CO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.566359,-46.69416,AV BRIG FARIA LIMA X RUA CARD ARCOVERDE,MapInfo CET,True
439,D101500255,1,2.0,F,25,CD,F,BI,SI,7,,2015-10-30 21:40,-23.487370000000002,-46.6451,"AV ENG CAETANO ALVARES, 4520",MapInfo CET,3813,,4520,,2015-10-30 21:40,2,13,11874,1,0,CN1,3813.0,,CF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.487370000000002,-46.6451,"AV ENG CAETANO ALVARES, 4520",MapInfo CET,False
440,D101500323,1,2.0,F,43,CD,F,BI,SI,2,,2015-10-21 22:20,-23.46067,-46.65365,"RUA CDSSA AMALIA MATARAZZO, 323",MapInfo CET,18423,,323,,2015-10-21 22:20,2,38,7658,1,0,CN1,18423.0,,SI,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.46067,-46.653659000000005,"RUA CDSSA AMALIA MATARAZZO, 323",MapInfo CET,False
441,D101500599,1,2.0,F,23,CD,F,BI,SI,7,,2015-10-15 17:00,-23.56534,-46.760529999999996,"AV PABLO CASALS, 500",MapInfo CET,22165,,500,,2015-10-15 17:00,2,51,4972,1,0,OE2,22165.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.565348999999998,-46.760529999999996,"AV PABLO CASALS, 500",MapInfo CET,False
442,D101500871,1,1.0,F,37,PD,F,BI,SI,7,,2015-10-15 13:20,-23.59205,-46.65039,"AV PEDRO ALVARES CABRAL, 5154",MapInfo CET,10630,,5154,,2015-10-15 13:20,4,36,2708,1,0,SU2,10630.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.592053,-46.650396,"AV PEDRO ALVARES CABRAL, 5154",MapInfo CET,False
443,D101500996,1,1.0,F,28,CD,F,BI,SI,6,,2015-10-20 17:53,-23.56374,-46.63948,"RUA VERGUEIRO, 150",MapInfo CET,19583,,150,,2015-10-20 17:53,2,5,4130,1,0,SU2,19583.0,,SI,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-23.56374,-46.639483,"RUA VERGUEIRO, 150",MapInfo CET,False
444,D101501124,1,1.0,F,62,PD,F,BI,SI,8,,2015-10-07 07:40,-23.57187,-46.69014,AV BRIG FARIA LIMA AND RUA SAMPAIO VIDAL,MapInfo CET,6897,17710.0,,,2015-10-07 07:40,4,15,4001,2,0,OE1,6897.0,17710.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.571873999999998,-46.690146,AV BRIG FARIA LIMA X RUA SAMPAIO VIDAL,MapInfo CET,True
445,D101501462,1,1.0,F,32,PS,F,CM,SI,5,,2015-10-16 11:47,-23.47821,-46.4342,"AV EDUARDO SABINO DE OLIVEIRA, ",MapInfo CET,49389,,,PX JOAO LOPES M,2015-10-16 11:47,2,22,3287,1,0,LE2,49389.0,,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.478210999999998,-46.434202,AV EDUARDO SABINO DE OLIVEIRA,MapInfo CET,False
446,D111500061,1,2.0,F,26,CD,F,BI,SI,7,,2015-11-26 21:00,-23.5769,-46.4077,"RUA DR MARIO FERRAZ, 490",MapInfo CET,13478,,490,,2015-11-26 21:00,2,15,4728,1,0,LE3,13478.0,,CO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.576908,-46.407707,"RUA DR MARIO FERRAZ, 490",MapInfo CET,False
447,D111500448,1,1.0,F,38,PD,F,BI,SI,5,,2015-11-24 18:15,-23.58244,-46.68513,"AV BRIG FARIA LIMA, 2894",MapInfo CET,6897,,2894,,2015-11-24 18:15,4,15,10127,1,0,SO1,6897.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.58244,-46.68513,"AV BRIG FARIA LIMA, 2894",MapInfo CET,False
448,D111500851,1,1.0,F,58,PD,F,BI,SI,5,,2015-11-06 19:00,-23.60887,-46.63824,"AV JABAQUARA, 500",MapInfo CET,9715,,500,,2015-11-06 19:00,4,16,11834,1,0,SU2,9715.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.608873000000003,-46.638248,"AV JABAQUARA, 500",MapInfo CET,False
449,D111501261,2,2.0,F,26,PS,F,BI,SI,3,,2015-11-20 12:37,-23.52124,-46.5599," , 100",MapInfo CET,98904,,100,,2015-11-20 12:37,2,90,11520,3,0,CN2,98904.0,,CO,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.521247,-46.559901," , 100",MapInfo CET,False
450,D121500243,2,1.0,F,SI,CD,F,AU,BR,7,,2015-12-24 16:15,-23.51406,-46.530609999999996,RUA S FLORENCIO AND AV GOV CARVALHO PINTO,MapInfo CET,7203,43777.0,,,2015-12-24 16:15,2,10,10823,2,0,LE2,7203.0,43777.0,CL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.514067999999998,-46.530615999999995,RUA S FLORENCIO X AV GOV CARVALHO PINTO,MapInfo CET,True
451,D121500491,1,1.0,F,33,PD,F,BI,BR,3,,2015-12-15 08:10,-23.4808,-46.60423,"AV DR ANTONIO MARIA LAET, 100",MapInfo CET,21310,,100,,2015-12-15 08:10,4,39,12570,1,0,CN2,21310.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.480803,-46.604234999999996,"AV DR ANTONIO MARIA LAET, 100",MapInfo CET,False
452,D121500695,1,2.0,F,25,CD,F,BI,BR,7,,2015-12-04 22:00,-23.57216,-46.6438,"AV BERNARDINO DE CAMPOS, 37",MapInfo CET,3274,,37,,2015-12-04 22:00,2,78,10531,1,0,SU2,3274.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.572166,-46.643803999999996,"AV BERNARDINO DE CAMPOS, 37",MapInfo CET,False
453,D121501239,1,2.0,F,54,CD,F,BI,BR,5,,2015-12-18 18:00,-23.65405,-46.65773,"AV STA CATARINA, 2276",MapInfo CET,4596,,2276,,2015-12-18 18:00,2,35,132,1,0,SU2,4596.0,,OU,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.654058,-46.657733,"AV STA CATARINA, 2276",MapInfo CET,False
454,D121501665,1,2.0,F,29,CD,F,BI,BR,3,,2015-12-10 09:37,-23.65403,-46.74163,"RUA JOAO FERNANDES C. NOVA JUNIOR, 510",MapInfo CET,21084,,510,,2015-12-10 09:37,2,92,4352,1,0,SO3,21084.0,,SI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.654034,-46.741637,"RUA JOAO FERNANDES C. NOVA JUNIOR, 510",MapInfo CET,False
455,D031601376,1,1.0,F,11,CD,M,BI,BR,2,2016-03-09,2016-03-09 17:30,-23.64704,-46.77496,"RUA DR FREDERICO DE AZEVEDO ANTUNES, 800",MapInfo CET,65926,,800,,2016-03-09 17:30,4,37,2641,0,1,OE3,65926.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.647047,-46.774961,"RUA DR FREDERICO DE AZEVEDO ANTUNES, 800",MapInfo CET,False
456,D011600105,1,2.0,F,54,CD,M,BI,BR,5,2016-01-25,2016-01-23 14:26,-23.52279,-46.68647,RUA GUAICURUS AND RUA SABAUNA,MapInfo CET,8267,17561.0,,,2016-01-23 14:26,2,7,415,0,1,NO1,8267.0,17561.0,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.522799,-46.686476,RUA GUAICURUS X RUA SABAUNA,MapInfo CET,True
457,D061600682,1,1.0,F,81,PD,M,BI,BR,4,2016-06-26,2016-06-05 11:00,-23.59838,-46.752629999999996,"RUA LAURO FREIRE, ",MapInfo CET,67917,,,NC,2016-06-05 11:00,4,34,5611,0,1,OE2,67917.0,,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.598385999999998,-46.752638,RUA LAURO FREIRE,MapInfo CET,False
458,D101600725,1,1.0,F,29,PD,F,BI,BR,8,,2016-10-10 07:30,-23.53394,-46.619609999999994,RUA RODRIGUES DOS SANTOS AND RUA VITOR HUGO,MapInfo CET,17318,19843.0,,,2016-10-10 07:30,4,12,5112,1,0,LE1,17318.0,19843.0,AT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.533942,-46.619611,RUA RODRIGUES DOS SANTOS X RUA VITOR HUGO,MapInfo CET,True
459,D101600953,1,2.0,F,SI,CD,F,BI,BR,8,,2016-10-17 22:00,-23.48988,-46.69713,AV ELISIO TEIXEIRA LEITE AND RUA CALIXTO DE ALMEIDA,MapInfo CET,6361,3918.0,,,2016-10-17 22:00,2,28,9837,1,0,NO2,3918.0,6361.0,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.48988,-46.697138,AV ELISIO TEIXEIRA LEITE X RUA CALIXTO DE ALMEIDA,MapInfo CET,True
460,D101600848,1,1.0,F,28,CD,F,AU,BR,7,,2016-10-08 13:00,-23.5533,-46.7082,"PRACA PAN-AMERICANA, 50",MapInfo CET,15375,,50,,2016-10-08 13:00,2,14,8911,1,0,OE1,15375.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.553301,-46.708202,"PRACA PAN-AMERICANA, 50",MapInfo CET,False
461,D031600885,1,2.0,F,40,PS,F,BI,BR,3,,2016-03-18 21:00,-23.53173,-46.645179999999996,AV RIO BRANCO AND ALAMEDA NOTHMANN,MapInfo CET,17115,14750.0,,,2016-03-18 21:00,2,3,1694,2,0,CN1,14750.0,17115.0,CO,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-23.531733,-46.645182,AV RIO BRANCO X ALAMEDA NOTHMANN,MapInfo CET,True
462,D031601172,1,2.0,F,14,CD,F,BI,BR,3,,2016-03-18 17:59,-23.622970000000002,-46.61668,"RUA SERGIO DE AZEVEDO VALENTE, 75",MapInfo CET,33641,,75,,2016-03-18 17:59,2,26,1782,1,0,SU1,33641.0,,CO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-23.622979,-46.616689,"RUA SERGIO DE AZEVEDO VALENTE, 75",MapInfo CET,False
